1200,Can you write it down?,Možeš li to napisati?,,none
300,Did you understand what I said?,Jesi li razumio što sam rekao? (man to a woman),,none
600,I don't understand!,Ne razumijem!,,none
600,I don't know!,Ne znam!,,none
4,What's that called in Croatian?,Kako se to kaže na hrvatskom?,,none
4,What does that word mean in English?,Što ova riječ znači na hrvatskom,,none
4,"How do you say ""thanks"" in Croatian?","Kako se na hrvatskom kaže ""hvala""?",,none
1000,What is this?,Što je to?,,none
100,My Croatian is bad,Moj hrvatski je loš,,none
4,Don't worry!,Ne brini!,,none
4,I agree with you,Slažem se s toom,,none
400,Is that right?,Je li to ispravno?,,none
400,Is that wrong?,Je li to pogrešno?,,none
4,What should I say?,Kako bih trebao reči (m.),,none
4,I just need to practice,Trebam samo vježbati,,none
4,Your Croatian is good,Tvoj hrvatski je dobar,,none
4,I have an accent,Osječa se moj strani naglasak,,none
4,You don't have an accent,Ne osječa ti se strani naglasak,,none
4,Asking for Directions,Traženje pomoči i puta,,none
4,Excuse me! (before asking someone),Ispričavam se!,,none
4,I'm lost,Izgubio sam se (m.),,none
4,Can you help me?,Možete li mi pomoči?,,none
4,Can I help you?,Mogu li Vam pomoči?,,none
4,I'm not from here,Nisam odavde,,none
4,"How can I get to (this place, this city)? ","Kako bih došao do (tog mjesta, tog grada)? (m.)",,none
4,Go straight,Idite ravno,,none
4,Then,Tada,,none
400,Turn left,skrenite lijevo,,none
400,Turn right,skrenite desno,,none
4,Can you show me?,Možete li mi pokazati?,,none
4,I can show you!,Ja vam mogu pokazati.,,none
4,Come with me!,Počite samnom!,,none
4,How long does it take to get there?,Koliko treba do tamo!,,none
4,Downtown (city center),Središte grada,,none
4,Historic center (old city),Povijesni dio grada (stari grad),,none
4,It's near here,Blizu je,,none
4,It's far from here,Daleko je odavde,,none
4,Is it within walking distance?,Mogu li pješice do tamo?,,none
4,I'm looking for Mr. Smith,Tražim g. Smitha,,none
4,One moment please!,Trenutak molim!,,none
4,Hold on please! (when on the phone),Ostanite na liniji molim!,,none
4,He is not here,On nij ovdje,,none
4,Airport,Zračna luka,,none
4,Bus station,Autobusna postaja,,none
4,Train station,Kolodvor,,none
4,Taxi,Taksi,,none
4,Near,Blizu,,none
